ACCT - Accounting;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
;;;;;;;WF;10:20 am-11:10 am;;;;Laura G. Tyson;01/17-05/08;WCTC 101;
14290;KINE;121;504;CS;2;PHYS & MOTOR FITNESS (Syllabus);M;11:30 am-12:20 pm;40;37;3;Daniel Gomez (P);01/17-05/08;WCTC 101;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;WF;11:30 am-12:20 pm;;;;Daniel Gomez;01/17-05/08;WCTC 101;
21330;KINE;121;505;CS;2;PHYS & MOTOR FITNESS (Syllabus);M;09:10 am-10:00 am;40;32;8;Laura G. Tyson (P);01/17-05/08;WCTC 101;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;WF;09:10 am-10:00 am;;;;Laura G. Tyson;01/17-05/08;WCTC 101;
21179;KINE;198;900;CS;1;HLTH&FIT WRTNG SPORT COND (Syllabus);T;11:10 am-12:25 pm;19;20;-1;Daniel Gomez (P);01/17-05/08;PEBC 101;NonTraditional Format Approved and Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;11:10 am-12:25 pm;;;;Daniel Gomez (P);01/17-05/08;PEAP 137;
14596;KINE;198;904;CS;1;HLTH & FIT WRTNG ICE SKATE (Syllabus);M;12:40 pm-01:30 pm;19;20;-1;Beth Netherland (P);01/17-05/08;RINK ICE;NonTraditional Format Approved and Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;12:40 pm-01:30 pm;;;;Beth Netherland (P);01/17-05/08;PEAP 135;
14597;KINE;198;906;CS;1;HLTH & FIT WRTNG AERO WALK (Syllabus);T;09:35 am-10:50 am;19;20;-1;Alyssa D. Locklear (P);01/17-05/08;PEAP 137;NonTraditional Format Approved and Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;09:35 am-10:50 am;;;;Alyssa D. Locklear (P);01/17-05/08;TBA;
19953;KINE;198;907;CS;1;HLTH & FIT WRTNG STRNGTH TRAIN (Syllabus);M;11:30 am-12:20 pm;19;20;-1;Daniel Valdez (P);01/17-05/08;PEAP 137;NonTraditional Format Approved and Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;11:30 am-12:20 pm;;;;Daniel Valdez (P);01/17-05/08;PEAP 117;
19954;KINE;198;908;CS;1;HLTH & FIT WRTNG STRNGTH TRAIN (Syllabus);M;12:40 pm-01:30 pm;19;20;-1;Daniel Valdez (P);01/17-05/08;PEAP 137;NonTraditional Format Approved and Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;12:40 pm-01:30 pm;;;;Daniel Valdez (P);01/17-05/08;PEAP 117;
30602;KINE;198;909;CS;1;HLTH & FIT WRTG PILATES (Syllabus);M;10:20 am-11:10 am;19;20;-1;Alexandria Pooley-Detwiler (P);01/17-05/08;PEAP 206;NonTraditional Format Approved and Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;10:20 am-11:10 am;;;;Alexandria Pooley-Detwiler (P);01/17-05/08;PEAP 136;
27496;KINE;198;910;CS;1;HLTH & FIT WRTNG YOGA (Syllabus);M;01:50 pm-02:40 pm;19;19;0;Kirstin L. Brekken (P);01/17-05/08;PEAP 135;NonTraditional Format Approved and Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;01:50 pm-02:40 pm;;;;Kirstin L. Brekken (P);01/17-05/08;PEAP 205;
14598;KINE;199;1;CS;1;MAJORS AEROBIC MOVEMENT (Syllabus);MW;09:10 am-10:00 am;26;21;5;Lucy J. Waite (P);01/17-05/08;SREC 303;KINE 199 Applied Exercise and KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11215;KINE;199;3;CS;1;MAJORS AEROBIC MOVEMENT (Syllabus);TR;02:20 pm-03:35 pm;26;22;4;Sara Safdari (P);01/17-05/08;SREC 304;KINE 199 Applied Exercise and KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
15578;KINE;199;12;CS;1;MAJORS AQUATICS (Syllabus);TR;09:35 am-10:50 am;25;16;9;Melinda Grant (P);01/17-05/08;SREC 182;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11217;KINE;199;14;CS;1;MAJORS RESIST-FLEX (Syllabus);MW;09:10 am-10:00 am;26;26;0;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 120;KINE 199 Applied Exercise and KINE 199 Coaching and KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11218;KINE;199;15;CS;1;MAJORS RESIST-FLEX (Syllabus);MW;12:40 pm-01:30 pm;26;26;0;Teresa Wenzel (P);01/17-05/08;PEAP 120;KINE 199 Applied Exercise and KINE 199 Coaching and KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11219;KINE;199;16;CS;1;MAJORS RESIST-FLEX (Syllabus);TR;12:45 pm-02:00 pm;27;27;0;Lorinda B. Cohen (P);01/17-05/08;PEAP 120;KINE 199 Applied Exercise and KINE 199 Coaching and KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11223;KINE;199;28;CS;1;AEROBIC RUN-BEGINNING (Syllabus);MW;08:00 am-08:50 am;40;12;28;Denise Chapman (P);01/17-05/08;TBA;KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11224;KINE;199;29;CS;1;AEROBIC RUN-BEGINNING (Syllabus);MW;09:10 am-10:00 am;40;17;23;Gayden B. Sportsman-Darnell (P);01/17-05/08;TBA;KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11225;KINE;199;31;CS;1;AEROBIC RUN-BEGINNING (Syllabus);MW;10:20 am-11:10 am;40;23;17;Gayden B. Sportsman-Darnell (P);01/17-05/08;TBA;KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11226;KINE;199;32;CS;1;AEROBIC RUN-BEGINNING (Syllabus);TR;08:00 am-09:15 am;36;24;12;Catherine J. Zabilski (P);01/17-05/08;TBA;KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11227;KINE;199;33;CS;1;AEROBIC RUN-BEGINNING (Syllabus);TR;11:10 am-12:25 pm;40;19;21;Catherine J. Zabilski (P);01/17-05/08;TBA;KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
27438;KINE;199;42;CS;1;ACTION BALL (Syllabus);R;09:35 am-10:25 am;32;24;8;Chad E. Nelson (P);01/17-05/08;TBA;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
27439;KINE;199;43;CS;1;ACTION BALL (Syllabus);R;11:10 am-12:25 pm;32;27;5;Chad E. Nelson (P);01/17-05/08;TBA;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11230;KINE;199;50;CS;1;ARCHERY-BEGINNING (Syllabus);MW;10:20 am-11:10 am;32;26;6;Katherine A. Stiegel (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11231;KINE;199;51;CS;1;ARCHERY-BEGINNING (Syllabus);MW;11:30 am-12:20 pm;32;32;0;Katherine A. Stiegel (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11232;KINE;199;52;CS;1;ARCHERY-BEGINNING (Syllabus);MW;12:40 pm-01:30 pm;32;30;2;Katherine A. Stiegel (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11234;KINE;199;54;CS;1;ARCHERY-BEGINNING (Syllabus);T;08:00 am-09:15 am;32;31;1;William J. Coady (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11235;KINE;199;55;CS;1;ARCHERY-BEGINNING (Syllabus);TR;09:35 am-10:50 am;32;31;1;William J. Coady (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11236;KINE;199;56;CS;1;ARCHERY-BEGINNING (Syllabus);TR;11:10 am-12:25 pm;32;30;2;William J. Coady (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11237;KINE;199;57;CS;1;ARCHERY-BEGINNING (Syllabus);TR;12:45 pm-02:00 pm;32;29;3;William J. Coady (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11238;KINE;199;60;CS;1;ARCHERY-BEGINNING (Syllabus);MW;01:50 pm-02:40 pm;32;31;1;Lorinda B. Cohen (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11239;KINE;199;61;CS;1;ARCHERY-INTERMEDIATE (Syllabus);TR;02:20 pm-03:45 pm;24;16;8;Francis Thomas (P);01/17-05/08;SREC 243;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
18043;KINE;199;63;CS;1;BADMINTON-BEGINNING (Syllabus);M;10:20 am-11:35 am;32;17;15;Dottiedee Agnor (P);01/17-05/08;PEAP 132;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11240;KINE;199;65;CS;1;BADMINTON-BEGINNING (Syllabus);W;10:20 am-11:35 am;24;19;5;Dottiedee Agnor (P);01/17-05/08;PEAP 132;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
13063;KINE;199;66;CS;1;BADMINTON-BEGINNING (Syllabus);W;01:30 pm-02:45 pm;32;29;3;Kristin N. Slagel (P);01/17-05/08;PEAP 132;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11241;KINE;199;67;CS;1;BADMINTON-BEGINNING (Syllabus);R;09:35 am-10:50 am;24;22;2;Gayden B. Sportsman-Darnell (P);01/17-05/08;PEAP 132;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
13266;KINE;199;71;CS;1;BADMINTON-BEGINNING (Syllabus);R;08:00 am-09:15 am;24;12;12;Gayden B. Sportsman-Darnell (P);01/17-05/08;PEAP 132;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11248;KINE;199;81;CS;1;BASKETBALL-BEGINNING (Syllabus);MW;11:30 am-12:20 pm;32;18;14;Stuart M. Dixon (P);01/17-05/08;SREC 121;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11249;KINE;199;82;CS;1;BASKETBALL-BEGINNING (Syllabus);T;09:35 am-10:50 am;32;18;14;Michael A. Thornton (P);01/17-05/08;SREC 121;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11250;KINE;199;83;CS;1;BASKETBALL-BEGINNING (Syllabus);T;11:10 am-12:25 pm;32;32;0;Michael Hanik (P);01/17-05/08;SREC 121;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11251;KINE;199;84;CS;1;BASKETBALL-BEGINNING (Syllabus);F;08:00 am-09:20 am;32;13;19;Terry J. Marcum (P);01/17-05/08;SREC 121;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11252;KINE;199;87;CS;1;BASKETBALL-INTERMEDIATE (Syllabus);R;09:35 am-10:50 am;32;31;1;Michael A. Thornton (P);01/17-05/08;SREC 121;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
17793;KINE;199;88;CS;1;BASKETBALL - INTERMEDIATE (Syllabus);R;11:10 am-12:25 pm;32;32;0;Michael Hanik (P);01/17-05/08;SREC 121;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11253;KINE;199;89;CS;1;BASKETBALL-INTERMEDIATE (Syllabus);F;09:30 am-10:50 am;32;28;4;Terry J. Marcum (P);01/17-05/08;SREC 121;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11254;KINE;199;92;CS;1;BOWLING-BEGINNING (Syllabus);M;09:30 am-10:50 am;36;29;7;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11255;KINE;199;94;CS;1;BOWLING-BEGINNING (Syllabus);M;11:00 am-12:20 pm;36;33;3;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11256;KINE;199;96;CS;1;BOWLING-BEGINNING (Syllabus);M;12:45 pm-02:05 pm;36;35;1;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11257;KINE;199;98;CS;1;BOWLING-BEGINNING (Syllabus);W;09:30 am-10:50 am;36;35;1;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11258;KINE;199;100;CS;1;BOWLING-BEGINNING (Syllabus);W;12:45 pm-02:05 pm;36;35;1;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11259;KINE;199;104;CS;1;BOWLING-BEGINNING (Syllabus);T;09:55 am-11:15 am;36;23;13;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11260;KINE;199;106;CS;1;BOWLING-BEGINNING (Syllabus);T;09:55 am-11:15 am;36;18;18;James R. Woosley (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11261;KINE;199;108;CS;1;BOWLING-BEGINNING (Syllabus);T;11:35 am-12:55 pm;36;17;19;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11262;KINE;199;109;CS;1;BOWLING-BEGINNING (Syllabus);T;01:15 pm-02:35 pm;36;34;2;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11263;KINE;199;111;CS;1;BOWLING-BEGINNING (Syllabus);R;09:55 am-11:15 am;36;15;21;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
19473;KINE;199;112;CS;1;BOWLING-BEGINNING (Syllabus);R;11:35 am-12:55 pm;36;33;3;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11264;KINE;199;116;CS;1;BOWLING-INTERMEDIATE (Syllabus);W;11:00 am-12:20 pm;36;11;25;David Schakel (P);01/17-05/08;GRND BOWL;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
19613;KINE;199;119;CS;1;CANOE-BEGINNING (Syllabus);T;01:00 pm-02:55 pm;24;13;11;Martha L. Muckleroy (P);01/17-05/08;TBA;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
19614;KINE;199;120;CS;1;CANOE-BEGINNING (Syllabus);T;03:00 pm-04:55 pm;24;19;5;Martha L. Muckleroy (P);01/17-05/08;TBA;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
24291;KINE;199;122;CS;1;CANOE-BEGINNING (Syllabus);R;03:00 pm-04:55 pm;24;12;12;Mary B. Isenhart (P);01/17-05/08;TBA;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31896;KINE;199;129;CS;1;CARDIO KICKBOXING (Syllabus);TR;12:45 pm-02:00 pm;32;31;1;Jorge Granados (P);01/17-05/08;PEAP 215;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
24997;KINE;199;130;CS;1;CARDIO KICKBOXING (Syllabus);TR;03:55 pm-05:10 pm;32;32;0;Jorge Granados (P);01/17-05/08;PEAP 215;KINE 199 Motor/Basic Ex and LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
28129;KINE;199;138;CS;1;DANCE-COUNTRY WESTERN-BEG (Syllabus);MW;12:40 pm-01:30 pm;12;12;0;Alyssa D. Locklear (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
28130;KINE;199;139;CS;1;DANCE-COUNTRY WESTERN-BEG (Syllabus);MW;12:40 pm-01:30 pm;12;12;0;Alyssa D. Locklear (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
17759;KINE;199;142;CS;1;DANCE-COUNTRY WESTERN BEGIN (Syllabus);MW;09:10 am-10:00 am;12;12;0;Alyssa D. Locklear (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11265;KINE;199;143;CS;1;DANCE-COUNTRY WESTRN-BEG (Syllabus);MW;09:10 am-10:00 am;12;12;0;Alyssa D. Locklear (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11267;KINE;199;146;CS;1;DANCE-COUNTRY WESTRN-BEG (Syllabus);T;11:10 am-12:25 pm;12;11;1;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11268;KINE;199;147;CS;1;DANCE-COUNTRY WESTRN-BEG (Syllabus);T;11:10 am-12:25 pm;12;10;2;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
17860;KINE;199;148;CS;1;DANCE-COUNTRY WESTERN-BEG (Syllabus);R;12:45 pm-02:00 pm;12;12;0;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
18182;KINE;199;149;CS;1;DANCE-COUNTRY WESTERN-BEG (Syllabus);R;12:45 pm-02:00 pm;12;12;0;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
25227;KINE;199;150;CS;1;DANCE-COUNTRY WESTERN-BEG (Syllabus);R;11:10 am-12:25 pm;12;12;0;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
25228;KINE;199;151;CS;1;DANCE-COUNTRY WESTERN BEG (Syllabus);R;11:10 am-12:25 pm;12;10;2;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
28734;KINE;199;154;CS;1;DANCE COUNTRY WEST-BEG (Syllabus);T;12:45 pm-02:00 pm;12;11;1;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
28735;KINE;199;155;CS;1;DANCE COUNTRY WEST-BEG (Syllabus);T;12:45 pm-02:00 pm;12;11;1;Joseph H. Dannenbaum (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
17761;KINE;199;159;CS;1;DANCE-BALLROOM (Syllabus);MW;10:20 am-11:10 am;12;14;-2;Lirong Zhang (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31301;KINE;199;160;CS;1;DANCE-WEST COAST SWING-BEG (Syllabus);T;03:55 pm-05:10 pm;12;12;0;Sumana Datta (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31302;KINE;199;161;CS;1;DANCE-WEST COAST SWING-BEG (Syllabus);T;03:55 pm-05:10 pm;12;10;2;Sumana Datta (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31871;KINE;199;163;CS;1;DANCE-BALLROOM (Syllabus);MW;11:30 am-12:20 pm;12;17;-5;Lirong Zhang (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32111;KINE;199;164;CS;1;DANCE COUNTRY WESTERN-BEG (Syllabus);T;02:20 pm-03:35 pm;12;11;1;Katherine A. Stiegel (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32112;KINE;199;165;CS;1;DANCE COUNTRY WESTERN-BEG (Syllabus);T;02:20 pm-03:35 pm;12;11;1;Katherine A. Stiegel (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32113;KINE;199;166;CS;1;DANCE COUNTRY WESTERN-BEG (Syllabus);R;03:55 pm-05:10 pm;12;12;0;Katherine A. Stiegel (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32114;KINE;199;167;CS;1;DANCE COUNTRY WESTERN-BEG (Syllabus);R;03:55 pm-05:10 pm;12;12;0;Katherine A. Stiegel (P);01/17-05/08;PEAP 211;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
19603;KINE;199;170;CS;1;IMPROVISATION (Syllabus);T;02:20 pm-03:35 pm;24;14;10;Diane C. Bedford (P);01/17-05/08;PEAP 207;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32115;KINE;199;178;CS;1;ZUMBA (Syllabus);MW;12:40 pm-01:30 pm;30;29;1;Susannah L. Williamson (P);01/17-05/08;PEAP 115;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22348;KINE;199;179;CS;1;ZUMBA (Syllabus);T;02:20 pm-03:35 pm;32;31;1;Lucy J. Waite (P);01/17-05/08;PEAP 115;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31917;KINE;199;181;CS;1;FLAG FOOTBALL (Syllabus);T;09:35 am-10:50 am;34;33;1;Joda Wolfe (P);01/17-05/08;TBA;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31918;KINE;199;182;CS;1;FLAG FOOTBALL (Syllabus);R;09:35 am-10:50 am;34;27;7;Joda Wolfe (P);01/17-05/08;TBA;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21680;KINE;199;187;CS;1;EXTREME FITNESS (Syllabus);TR;12:45 pm-02:00 pm;32;17;15;Daniel Gomez (P);01/17-05/08;PEBC PEBC;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
11270;KINE;199;188;CS;1;FENCING-BEGINNING (Syllabus);TR;08:00 am-09:15 am;32;19;13;Janet M. Hardcastle (P);01/17-05/08;PEAP 115;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29206;KINE;199;193;CS;1;BOOTCAMP (Syllabus);MW;03:00 pm-03:50 pm;32;23;9;Kervin D. Simmons (P);01/17-05/08;PEBC;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
23657;KINE;199;196;CS;1;BOOTCAMP (Syllabus);MW;10:20 am-11:10 am;32;19;13;Catherine J. Zabilski (P);01/17-05/08;PEBC PEBC;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
18207;KINE;199;198;CS;1;BOOTCAMP (Syllabus);TR;06:45 am-07:35 am;32;23;9;Teresa Wenzel (P);01/17-05/08;PEAP 116;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
12617;KINE;199;199;CS;1;BOOT CAMP (Syllabus);MW;06:45 am-07:35 am;26;10;16;Catherine J. Zabilski (P);01/17-05/08;PEBC PEBC;LIMP and LKN1 and NonTraditional Format Exclude and 3peat Exclusion
